drugName,review,rating
Oxycodone,"""i have ms,& suffer from chronic pain. i have been on & off oxy/condone/contain for the last 20 years. currently i am taking 300 mg oxy codons and 80 mg of. oxycontin a day to manage my pain- do to the tolerance i've built up over the years. my doc unilaterally decided that he wanted to lower my doses- i asked him why, & he had no answer- without them, i'm a bedridden man , and am unable to function- in one visit he cut my dose in half- very dangerous for my ms- so i went to my neurologist, who understands more about the illness.  he took over my care- i'm not talking to you abusers who take them to get high with no medical reason.  it is  because off you , that it makes it difficult on us who actually need them for pain""",10
Nitrofurantoin,"""i have been prone to uti's for years. i have been put on every antibiotic under the sun. for me, this is the antibiotic i would choose every time because it works and has minimal side effects. the only side effect i have experienced is a headache. i will take a headache any day over horrible bladder infection pain. also, this antibiotic helps to clear up the infection within the first day of use, which is a plus for me so i am not in pain as long. (i have taken cipro, which made me throw up and cry, bactrum, didnt clear up my infection, and monurol which made me very sick as well.) 

it is important to remember to make a ""pill sandwich"" with this antibiotic. you eat a full meal, take the pill, and then eat some snacks after the pill.""",10
Zolpidem,"""i have used zolpidem for several years without problem. however i was very tired and also had a sinus infection that was very severe. i took the zolpidem to help me fall asleep and it worked as usual but after an hour or so, i got up (this was told to me because i have no memory of it) i got up went to the bathroom, fell, i missed the toilet, i played in it and painted the floor and walls with it. my husband and daughter in law cleaned me up and i resisted, but they got it done and i was put back in bed. i got up again and fell. they put me back to bed and the next morning i could not understand why i was in a different gown. """,5
Adderall,"""i take 5 milligrams as needed for school. i take it right before school, maybe around 6am, school starts around 7am. i've noticed extremely dizziness, i get hot so easily, even more anxious, so much more depressed, so tired, terrible headaches, and excessive talking. i wake up in the morning to bump into every possible wall, my vision is completely blacked out. i can't walk for more than a mile, without feeling faint. i eat well and drink lots of water (due to a horrible experience with vyvanse, in which i lost 20lbs) not only that but falling asleep is killer. i've never taken such a small dose, and have such poor results.""",5
Lyrica,"""i was only on this 45 days with absolutely no pain for most of that time.  i was prescribed the medicine by a doctor in thailand in 2008  and it worked almost immediately.  i had a bit of puffiness in the face, but no real issues.  i weaned myself off over a 10 day period with no issues .  wonderful for those it works for.   spinal stenosis with laminectomy 3 years prior.  anyone with back pain should try it.  told a friend with same problems about it for years.  she now is on lyrica and she says it has given her a new life.   says she should have asked the doctor about it 6 years ago.""",10
Wellbutrin XL,"""i have been on wellbutrin for several months and am amazed at how it has helped my add. my anxiety and sense of being overwhelmed is so much better. however, i'm finding that 4 to 5 hours after taking my pill i am having severe dizziness to the point where i feel like i""m going to pass out and all my limbs are about to go completely limp. it almost feels like an out-of-body experience and i'm losing control. not good since today it happened while driving my car - lasted for about an hour and then subsided. it's happened many times during the day while i've been at my desk working. so, i see my doctor this thursday and am hoping that i won't have to go off it. the side effects of the stimulants that i've tried have been horrible.""",10
Nexplanon,"""i've had nexplanon for 4 months. it has been effective in preventing pregnancy, and not having to take a pill is convenient. but that's where the pros end.

a couple weeks after having it inserted, my mood swings were off the chart. i was snapping at everyone for the littlest things. i've never had a problem with depression in the 23 years i've been alive and have been depressed since i started this birth control.

on top of that, my sex drive is gone. i was crazy, head over heels in love with my husband up until i started this prescription. now i can hardly stand to have him kiss me i'm so turned off. and it's not him, it's definitely the nexplanon. definitely getting it removed.""",4
Savella,"""i've been on this medication for about 3 months. i titrated up slowly and really found no difference in my symptoms. not sure if things would be worse without it. my depression has definitely gotten worse and i'm not sure if it's a direct medication side effect or i'm just totally depressed that nothing i try takes my pain away. i think it's causing my morning anxiety. my doctor just prescribed neurontin in addition to savella. i'm glad it's helped so many other people, though.""",4
Naltrexone,"""i'm only on day 4 but i am in total awe with this medicine. i am in my early 30's  and have a 40 beer a week habit. worried for my future health i talked to my doc who suggested this. i started with a half dose the first two days in the morning. on my way home the first day i picked up a six pack as usual. i took my first drink and was almost freaked out! the beer tasted almost foreign to me. i never would have guessed so much of the taste was my brain's instant reaction to the alcohol. my cravings are nearly all gone and can easily drink one beer and be done. this makes quitting so easy it almost feel like cheating.""",10
Cyclobenzaprine,"""i was given this medicine when i woke up and my jaw was locked shut. i have tmj issues and this was the second time it has happened. the first time i was given robaxin and i had an allergic reaction. regardless of the allergic reaction (hives) i feel like cyclonenzapine works way better than robaxin. 45 min after taking it i was able to open my jaw and eat! i'm not sure if it is helping with the pain because i am taking it with hydrocodone 5/300 but it is doing wonders allowing my jaw to open!!! defiantly recommend this over robaxin! also, it makes me tired. can't drive on it but i don't get so tired that i have to sleep. i can still get stuff done but i wouldn't risk driving!!! zero side effects besides drowsiness a++""",10
Keppra,"""i am on a very small dose for epilepsy 250mg twice a day.  it has made me quite tired, but apart from that there's been no problems. i only have a couple of seizures a year so hopefully this low dose will keep me seizure free.""",8
Fluoxetine,"""i have started my journey on this medicine when i was 17, i am now 27 so it’s been officially 10 years. i started on it at a 10mg dosage and have made my way up to 20mg over the years however this medicine has really worked for me. i have had severe anxiety which began after i was a victim of abuse and soon after i started having horrible issues with my stomach which was generalized as ibs. things got so bad that i ended up needing to take a break from college, would have to call out from work because i would get severely anxious and sick with my stomach. since starting this medication it didn’t fix the ibs but it did help with the anxiety which makes the stomach problems much worse. it’s not a miracle drug but it has worked for me!""",9
Soma,"""i took soma for muscle spasms, pain, and stiffness due to fibromyalgia and previous injury for over 3 years. my doctor recently switched me to another muscle relaxer, and my sleep has suffered horribly. at 21 years of age i am already very affected by my condition on a daily basis. i can't depend on my body at all, and because of that i myself am very unreliable. i can't sit for long, i can't stand for long. soma made me extremely sick to my stomach, but when i needed relief soma took the burning away and was more than worth it. also made me feel light-headed and made me zone out quite a bit. i couldn't take it before school or anything that required me to be even half alert. overall great medication for relief of severe muscle pain.""",7
Vyvanse,"""was placed on vyvanse after extreme weight loss on adderall. started at 20mg, upped to 40mg, then upped to 40mg 2x a day. i got my appetite back, but the medication really did nothing else for me. i went into rages and had huge anger problems for no reason. anything could set me off! i could barely sleep or focus at work/school. basically, i gained back the weight i had lost, but everything else sucked. i couldn't make it more than 6 months, my doctor switched me to adderall xr.""",2
Bupropion / naltrexone,"""i've had an excellent experience on this medication. i have ben on the medication and it is now close to the time where i need to wean off.  i have had side effects from this medication, though they were short lived and tolerable. during the 1st 6 weeks (+/- a week), i experienced nausea, head aches, borborygmus (or a loud active sounding intestinal tract). i did not have any vomiting or diarrhea ever. i did occasionally experience constipation which was alleviated by taking colace (1-2 pills 1-2 times daily as needed).  i began this journey almost a year ago to the date. i started out at 166 lbs (5'4) and moderately overweight. i am now healthier and happier. i currently weight 138 lbs and have a target weight of 135 lbs.  very successful.""",9
Suboxone,"""i have been on subs for 7 years and have been very successful with my family and career! two weeks ago i decided i don't want to depend on anything but my self, well i thought...... i have been taking just a quarter strip for one year now and if i skip a day i can barely function. called my doctor and he told me there's no withdraw..... bullshit!!!!!!! it's been two weeks i haven't takin it and i still can't sleep at night, my back feels like it's on fire, and i just got done  puking my guts out! this has been the hardest thing i have ever had to overcome! if your  serious about getting clean do not take this for a long period of time! yes it helps the cravings but not your addiction!""",1
Trazodone,"""i work nights and have struggled to sleep during the day for over a year. i've tried melatonin, otc sleep aids, completely darkened room, etc etc. i went to my doc last week and was prescribed trazodone to start at 25 mg. i still didn't sleep better than usual. yesterday i took the 50 mg and became violently ill an hour after, my heart was racing for remainder of the day and i was dizzy. i admit i was terrified i was dying because i'd never felt that way before. needless to say, i'm not going to continue with this drug.""",1
Bupropion,"""i originally was interested in bupropion for the weight loss effect it can have, but (for whatever the reason) told my doctor the reason was because i wanted to quit smoking. i did quit smoking for about a week, then started again, but cut the amount of cigarettes a day in half.  the weight loss didn't happen for me, however i didn't gain any as i've seen that some people do gain on anti-depressants.  i take the generic bupropion sr 150mg twice daily, and it has totally improved my ability to focus and get annoying chores - or whatever it is - done! i love it!  it also increased sex drive from when i started taking through the 2nd month.  this is my 3rd month and that has tapered down, which is good because i was wearing my husband out!""",10
Epiduo,"""i used to use this in my high school days but eventually stopped when my skin cleared up. now in my adulthood, my skin began getting way worse than back then and after various acne regimes i decided to revert back to epiduo and just cleansing with cetaphil (plus i've been getting facials/laser where they do pimple extractions and other skin pigmentation techniques to get rid of blemishes/acne scars - which works wonders and i highly recommend!). i definitely agree with comments about how they make your marks darker, visually my skin looks like absolute shit but the texture has gotten heaps better! my skin is also purging but still better than what it was like before. its definitely worth trying! you just have to be persistent""",9
Valium,"""i have fibromyalgia and a undiagnosed connective tissue disorder and this medicine has helped me with spasms and pain as well as trigger points reduction. currently using it for a anxiety med as well this medicine has helped with   all of the above at the same time taking the place of numerous medications. i feel this should be used as substitute for multiple meds to reduce the amount of potential interactions and unnecessary additional medications.""",10
Duloxetine,"""i started taking cymbalta in april 2011, and when i first started out on it i experienced, extreme tiredness, insomnia, dry mouth, constipation, hot flashes, strange dreams. i still get very odd sometimes disturbing dreams but i think a lot of it has to do with recent stresses in my life (grandma having a stroke, work stress) and still experience constipation, hot flashes, and night sweats but it's not the end of the world. it has so far been the only antidepressant medication that has really helped me and i have been on lots of different ssri's and atypical antipsychotics. i have good and bad days like anyone does, but if i do get sad and cry it doesn't seem to last long. so in my opinion the benefits outweigh the side effects.""",8
Oseltamivir,"""i was prescribed tamiflu after testing positive for influenza. i thought i just had a head cold but nothing otc was touching my symptoms before tamiflu. however, i recommend weighing your flu symptoms before taking tamiflu, especially if you are a busy person who doesn't have time to be laid up on the couch like myself. if the flu already has you nauseated & a pounding headache, the potential headache & nausea side effects from tamiflu won't be noticeable. before tamiflu i felt i could vomit at any second & just the sunlight intensified my headache so much my eyes would just pour water, today i no longer feel that way. i know the zofran has also helped with the nausea. 36 hours (3 doses) into tamiflu & my aches are noticeably better""",7
Phentermine,"""i am 53 yes old and i am giving a update with the phentermine 37.5 .i been taking the pills since 3/23/16 .and i am down 7 pounds.#250 is my weight.dry mouth is gone.""",10
Plan B,"""me and my boyfriend had unprotected sex , he admitted that he came right after we had sex. then and there i cried because i knew i had to be fertile because my period was coming soon . so later that night we managed to buy and afford plan b . even though i took it ... i still panicked .. he even called the pharmacist to ask if it works. but a day or two later i noticed i was cramping everyday up to 6 days i used the bathroom and i got my period. it came earlier! i was relieved but in pain ... the cramps i have are horrible , i feel nauseous and sick and my period is as heavy as can be. all i want to do is lay in bed and rest and drink something hot or really cold . but i rather have this pain than to be expecting!. glad my period came back""",9
Lithium,"""i started to take this medication when my primary care physician got uncomfortable with my extensive use of benzos for my extreme social anxiety so i was sent to a specialist who started me on lithium. the results are mixed for me.  on one hand, every time i would take a dose i would get sick to my stomach, i have no desire to eat and my hand trembling is noticeable.  however, i can now leave my house, go into stores, not depressed and much less dependant on the benzos, but i still get panic attacks. overall the pros have outweighed the cons.""",7
Prozac,"""well, i'm a 23 going on 24 yr old alcoholic who always relapsed constantly due to not feeling good at all. feeling weak, depressed, stress, major anxiety and drinking helped that. after my 3rd medical detox i was put on prozac and didn't drink for over a year. it changed my life. best year i ever had. now it's 2011 and in february i had a relapse and have been struggling to get back on track this whole year. i realized that i can't handle life on lifes terms without being on my prozac because i, the dr, and the nurse seen a big difference in me when i took it. i'm already on my third day of taking it, which some might think to soon to tell. but, i'm telling you i feel great, i feel worry-free, it changed my life and helps my sobriety.""",10
Levonorgestrel,"""i've had my mirena for a year and 8 months. i'm a 40 yr old with 2 children. yes it is very effective for birth control, but i have had unexpected weight gain of 40-50 pounds! i am so depressed because of it, because the only difference in my life is the mirena. i also wake up with low back pain occasionally, and i did have spotting for several months the first year pretty much every week for many months. i cannot explain this weight gain, i am ready for removal. also i have developed bacterial vaginosis at least once from the mirena. and i was not sexually active at the time and i'm in a monogomus relationship, so yeah..it sucks...""",5
Lorcaserin,"""normal middle aged lady who needs to drop 45 pounds. i have seen steady one and a half to two pound weight loss per week for 11 weeks. i think 20 pounds in under three months is great. my biggest success is my confidence and my ability to make positive less fatty food choices. i did feel a little bit tired but that ended in day three. wish me luck 25lbs more by sept is my goal. i am dancing at my daughters wedding.""",10
Adipex-P,"""this is just and update...i've been on adipex for 5 days now. i take it every morning...i do either fruit,yogurt,boil egg whites, or something light for breakfast....n i do the body by vi shakes for lunch, n i do a healthy dinner and have 2-3 healthy snacks during the day...i try to do a calorie intake of 1200....i cut out bread and drink strictly water now....i exercise at the gym for 1-2 hours or go to the track mon-sat..i have already lost 6.8 pounds and i am happy about it and plan on going even harder next week...i'm determined!!!!""",10
Phentermine,"""i started taking phentermine 37.5mg on feb 28, 2017. i am 5'7, and weighed 264 pounds at the time. i did not loose much due to me being inconsistent with taking the pills. once i became consistent accurately, in march i lost a total of 11 pounds for the month. (253).  in april, i was on a second refill, but someone stolen my pills, so i was not able to take anything for the month april. refilled on may 13, 2017, weighed in at 258, i gained 5 pounds. on  may 24th, two weeks after taking the pill i lost 8 pounds  which put me down to 250. the main point of all this is to be consistent, with taking the phentermine,  exercise, eat your protein, and drink water water water water. i drink a gallon of water daily. i hope this helps someone!""",10
Beyaz,"""i have been on beyaz for several years (3+). when i first started using the pill, i experienced frequent nausea for almost a year. i gradually switched time of dosage to the evening upon recommendation from my obgyn. the nauesa did clear up. i virtually have no acne. within the first few years, i did have lighter periods 
(3-5 day bleeding with minimal cramping). however, in my fourth year of being on this pill, i have been getting my period for only a day. most times i skip a period entirely. this is due to the thin uterine lining. i did however, develop severe mood swings and panic attacks, which i suffer from daily. i also have had some hair thinning and some weight gain. loss of libido at first, but it did return after the 1st year.""",6
Cyproheptadine,"""hi everybody! i am the stalker who reads post for my own benefit, but rarely contribute. today i decided it was time to give back in the form of sharing my experience. i have always been a hard gainer. i've had four kids and still maintained a size zero (93lbs) weight at 5'1. after fighting to gain weight for the last two years i was up to 108lbs. fast forward after having the flu followed by new braces which limited eating, i ended up 96lbs and fragile looking. i tried to gain it back but since i was a hard gainer i couldn't. went to my doctor, got these pills after reading posts and gained 11lbs in ten days. from 96lbs on 5/1/16 to 107lbs on 5/11/16. drowsy days 1-2 only. now no sleepiness and mega apettite. 4mgs three times per day.""",10
Ziana,"""i have suffered from cystic acne on my face and back since i was 16 (i'm now 27). i was on birthcontrol diane for 10 years that helped with the embarassing acne but i wanted to go off of synthetic hormones. my acne came back with a vengance one the birth control was out of my system (about 5 months later) and i was at a loss- 

my derm recmmended a regimen of applying ziana gel at night and acanya in the mornings and also wanted to put me on antibiotics- i never took the solodyn because i only like to take antibiotics in extreme cases to my kind to my gut. 

it took 3-4 months for the acne to clear up and the dark spots to disappear but it is 100% gone! not a single breakout. be patient its worht it!""",8
Lisdexamfetamine,"""take elvanse (50mg- uk version) in morning for past 2 years. meds are slow acting, and do not improve motivation or efficiency when working. there is no alternative in the uk- no adderall- so this is the only option.  this medication sucks because: 

1.) it gives such a great high for the initial 15 minutes to 30 minutes, but it gives such a horrible crash that the negative feeling ruins your day it does not help motivation if anything it causes depression , possibly improves concentration marginally. 

2.) i have faced serious and significant weight loss. being skinny myself, this is of course not a good thing. currently a 5'11 male, weighing 62kg or about 135 pounds. am 24 years old. 

3.) the medication is addictive.""",2
Montelukast,"""taking for only a week or so for severe allergies/asthma. i am going to stop taking it and see how i feel because this medicine gives me a funny taste in my mouth and all food and drinks (except chocolate) taste weird to me.""",5
Suboxone,"""i had total knee replacement in 2010 and need one in my left knee too and was convinced i could not stop taking percocet because of pain. my addiction was full blown and i was taking up to 10 pills a day.  suboxone helped me end the nightmare. i weaned down from 8mg to 2mg in 5 months.  this is my third day off of 2mg and i feel some symptoms but i know it won't last. i learned to exercise with the suboxone and take care of my body. be strong and take care.""",10
Pegfilgrastim,"""i have to rate this so low because of the side effects. i cannot even put into words how excruciating and debilitating the pain was. 72 hours an eternity. a experience that would stop me from taking chemo, but the doctor said he will not give it again. hope this reaction does not happen to anyone else.""",1
Clonazepam,"""i am going through a very difficult time in my life with my fiance being diagnosed with stage 4 renal failure. i am the sole provider of our family and was waking up to what felt like someone scared me or a heart attack. it was so scary and when i addressed this to my dr. he informed me that it was stress waking me up out of a dead sleep. i have had stress and anxiety before but this was entirely different from what i've been through before. i started taking this and ever since then i've been so grateful. i still have stress  but i can manage it now and don't feel like i'm going to die in the middle of the night.""",10
Nexplanon,"""i absolutely hate it! i've had it for less than a week and my acne is awful! my face is greasy and my hair is falling out. also, by mood swings are terrible. do not waste your time and money.""",3
Ethinyl estradiol / levonorgestrel,"""this was the first pill prescribed to me in my teen years (i'm 32 now). i took them for about 3 years before iigot off the pill altogether for about 10 years. when i got back on the pill, i was prescribed a different brand and went with it thinking how bad can it be...biggest mistake ever!!! after 8 months of suffering on the other pill, i switched back to my old, trusty levora. what a relief!!! i experience very little, if any side effects on this pill, and it immediately started to reverse the chaos the other pill had caused my body (weight gain, bloating and severe mood swings). thank you levora!!""",10
Doxycycline,"""i've been using it for 3 weeks, whilst also using cetaphil, moisturising, exercising, drinking a lot of water. it hasn't helped that much at all, it seemed to work, but all the acne is still winning. after 4 weeks i'm ditching it if i see no significant improvements""",3
Propoxyphene,"""this used to be my medicine of choice for chronic pain, and while it worked great, i didn't feel impaired. the fda removed this medicine from the market. now i need to find another medicine that will work, for my chronic pain.""",10
Suprep Bowel Prep Kit,"""just finished with suprep .  let me assure you that the worry and anxiety about using it is not equal to the actual experience which while not pleasant, was tolerable.  here are a few tips that helped the drink go down easily.  1. i mixed it with propel berry flavored water which helped dilute the cough syrup meets sea water flavor.  2. i used a straw and took long sips. it took me roughly 5-6 big sips.  your results may vary! 3. in between sips i sucked on a lemon which immediately killed the taste.  once i downed the ""colini"" i consumed the requisite two 16 oz bottles of water over one hour.  at the one hour mark, the desired effect started.  i spent about an hour and half in and out of the bathroom and was able to have good night sleep!""",8
Benzaclin,"""when i used benzaclin, my skin was amazingly clear, beautiful and oil free. i have oily (shiney) skin. i also had massive acne on my cheeks, very painful. but after i started using benzaclin the pain went away, along with my acne and my oily skin. i would recommend it to anyone and everyone (who of course has acne/oily skin).""",10
Fentanyl Transdermal System,"""i broke my back in 2002, 3 years later found out the break did not fuse and after 13 doctors finally found one that would do the operation (as i was cutting my own spinal cord with the broken bones in my back).  my surgery was only supposed to be 5 hours but because of all the damage i did it turned into 15 hours.  i was cut open from pubic bone over left hip right to spine, now i have 2 rods 4 plates and so many screws they lost count, no bad side effects for me but i wouldn't have a bowel movement for 10 days or so was my only problem.  i was on 150 mcg/h""",10
Eletriptan,"""this was a wonder drug for me! had tried so many things from daily topamax (did nothing), imigran, the snorty (nasal spray?) thing (can't remember its name), codeine, betapyn, acupuncture, special diets etc and this is the only drug that knocks off the migraine, deals with the nausea and leaves me functional at work. 
the only other drug i ever found effective was something called a 'migraine cocktail' that i was given on a work trip in a south african pharmacy - a little selection of about 6 tablets, 2 yellow, 1 pink, a few white. to this day i have no idea what was in it but it killed my migraine (probably nearly killed me, but it worked)! outside of that, the relpax is my absolute go-to. i have a script for both the 40mg (small migraines) and 80mg.""",10
Naltrexone,"""i have been taking naltrexone 50mg for approximately 3 months.  unfortunately, i am still over drinking and at times, almost weekly, have blackouts.  i am consuming typically 5 to 7 beers. why am i not seeing the results yet, i was so sold on this method and ready for change.  i done aa before and  had 2 years sober.  high functioning problem drinker maybe 2 to 3 times a week.  if i go to 100mg, will this help. """,2
Cymbalta,"""i've been on many ssri's years earlier and didn't want the weight gain again so i got on cymbalta. i was very dizzy, sick to my stomach and really really tired. i spent almost 3 weeks in bed. i suffer from low cortisol which causes fatigue and after reading about cymbalta it lowers your cortisol levels by 40%, so i'm back on paxil which raises your cortisol levels.""",6
Fluoride,"""i have had a perfect check up, for four years in a row, using clinpro toothpaste. it has saved me alot of money, & improved my gums. i am very satisfied with this product. i would recommend everyone to invest in it. my dentist is one of the top 500 dentists in america, located in fort smith, arkansas, who recommended me to start using this great product. i have all the faith in my dentist. just brush with clinpro, floss daily, & have regular check ups, and i believe you will be happy as i am with this toothpaste. it has more fluoride & calcium than any toothpaste over the counter. i encourage everyone to try this toothpaste.""",10
Etonogestrel,"""i've had this since march of 2010 and at first it was great. i had a period maybe every other month sometimes they would last for a week or a little longer sometimes they would be shorter. now after 2 years ive been bleeding for about a month and it is heavy. no pregnancies but i feel like i am. i've had crazy mood swings, sometimes i'm super hungry and sometimes i can't eat and i feel like i'm always tired. thinking about taking it out""",4
Ethinyl estradiol / norgestimate,"""i took this pill before. and i had no problems with it. but i started taking it again, because my boyfriend and i had a pregnancy scare over the summer. my boyfriend and i aren't in a position to raise and care for a child. so i went back on it 4 days ago. i stopped taking it two nights ago, because had loss of appetite, i was getting mad at everything, i'm constantly nauseated and throwing up all hours of the night. i could eat something and be fine. but when it came to drink anything, it would come right back up. i'm calling my doctor first thing monday morning and i'm not taking it ever again.""",1
Trintellix,"""i've only been on brintellix for 3 weeks and i am about to reach my ""therapeutic dose"" of 20mg as prescribed by my psychiatrist (started at 5mg and have been going up 5mg each week). i've experienced zero nausea which seems to be the biggest complaint people have. i was warned to take the pill with a full breakfast though so maybe that has helped? i've also not had a decrease in sexual desire nor ability to perform which is awesome. by the second day i felt almost intensely cheery and had great urges to do artistic activities. the only side effect i seem to have had is very vivid dreams. no nightmares though. just high-def dreams about walking my dog or shopping.""",9
Tramadol,"""i have taken ultram for long periods of time. my experience with it was pretty good. it did give me relief from moderate pain due to tendonitis at the same time. it gave me a little bit of an energy boost not sure why. but beware going off of this medicine can be just as bad as going of vicodin.""",7
Canagliflozin,"""i went on this drug on the advice of my physician. it was horrible, i lost 8lbs but my a1c went up from 6.9 to over an 8. my cholesterol went from good to bad and i was always thirsty, which means i stayed looking for bathrooms. my endurance and circulation got worse too.as soon as i was taken off my numbers got better. the weight came back but my overall numbers got better. 
 now i'm off with better numbers but i'm still trying to get my endurance and circulation better. i still get winded easy but i'm working on that. 
 i suggest to stay away from this medication. i changed physicians and the new one said he doesn't lie what he's seen and that he feels that this medication set me back.""",1
Naltrexone,"""my son has been on vivitrol for 11 months for opiate dependence.  it has allowed him to get his life back on track.   i worry about how long he can continue to receive the shot.""",7
Claritin-D,"""claritin-d is amazing. it allows me to breathe and work/drive/live at the same time. i actually feel better than normal when i take it. i wake more refreshed and seem to focus better. no negative side effects for me.""",10
Nexplanon,"""worst thing i've ever done. terrible mood swings, basically on my period for an entire year, and had some of the heaviest periods i've ever experienced. terrible decision. in terms of me not getting pregnant, it worked great. but that's because we were hardly ever having sex. i had just about every side effect you can get from that thing. i would personally shy away from recommending this to anyone.""",3
Vilazodone,"""i have been taking viibryd for 2 weeks now and i finally feel good again.  no more anxiety attacks and my depression is lessening.  i would totally recommend this product to anybody with anxiety.""",8
Escitalopram,"""lexapro has honestly saved my life. i have been dealing with anxiety and obsessive compulsive disorder my entire life and have tried multiple medications, nothing has worked, this is amazing. i would say before lexapro my anxiety on a scale of 1-10 was a 10 every single day. now its at 0! sometimes maybe a 1. it has given me my life back!""",10
Liraglutide,"""i started taking saxenda on 12/14/15 weighing in at 210 pounds. as of today 01/15/16 i weighed in at 193....17 pound weight loss!

i have been doing 30 minutes of cardio 4 times a week. 

the down sides i have experienced are constipation. i have found the only way i am able to go to the bathroom is by taking a liquid laxative on the weekends. i have also experienced some nausea that has been pretty bad at times.

overall, i am really excited about my rules and hope to reach my goal weight of 160 by the summer! saxenda rocks!!""",9
Azithromycin,"""had a horrible chest cold for over a month that turned in to bronchitis. suffered through several dr visits before after about 2 weeks being put on z-pak. i think this is the most wonderful antibiotic i've ever been on. by day 2 my energy is returning & today is day 4 & i've done more around the house than i have in over a month. no upset stomach or any side effects""",10
Phenelzine,"""after trying every other kind of antidepressant over the past 9 or so years, nardil was my first try at an maoi. the dietary restrictions were less difficult to get used to and less strict than they appeared at first. i was on 30mg of nardil a day and didn't notice any effect, but after increasing to 45mg/day, i felt the best i've felt in years and it seemed that my depression might be cured at last. ...however, i also had the most side effects i've ever had from a medication: constipation, difficulty urinating, insomnia, and inability to reach an orgasm. because of the bladder issues and insomnia, i've been forced to resume my search.""",6
Azithromycin,"""used a number of times over the years and always found it to work better than anything. 250mg capsules (6), 2 to begin then 1 per day, 1 hour before, or 2hours after eating. lots of coughing up phlegm but clears the chest so can breath properly.
keep lots of tissues handy.
it ought to be available over the counter, as in some foreign countries.""",10
Miconazole,"""i am on day 4 for the 7 day monistat and i cannot believe how bad the itching is. each day i thought it would get better or go away but nope its still there about 2 minutes after inserting. i've been laying here for 45 minutes finally it is starting to go away. i took tylenol today as soon as the itching started and now getting some relief. the last 3 days the itching lasted about 2-3 hours. i haven't had a yeast infection in 4 years but i don't remember it feeling like this when i took it the last time. i will say that after day 2 my yeast infection symptoms were completely gone throughout the day. only issue is this itching after inserting the product. i recommend taking tylenol before inserting cream probably about 30 minutes prior""",4
Ethinyl estradiol / norgestimate,"""i've been on sprintec for about 3 years and i take it around 1 pm (mid day). side effects were minimum. cramping i only get when i'm about to start my period but that's normal for me, face did seem to clear up but i do have outbreaks every now and then but again normal for me (tends to be closer towards my cycle), but one thing i did notice is i do tend to have a lot of vaginal discharge. so for the most part i've had no problems with this pill.""",9
Diazepam,"""end up a a&e screaming in pain in neck & arm, any movement made it worse. back there following night even worse, even though i was given 2mg diezapan & codeine. zero effect. emergency appointment with gp increased to 5mg. lots of sleep but no pain relief at all, if anything got worse. 6 weeks off work. seeing specialist for  ct scan and having something injected. this was caused by cheap nasty keyboards as speed more important than ergonomic keyboard or regular breaks to stretch or proper desks. tired of being tired.""",2
Drysol,"""as a teenager, sweating is a huge problem for me wherever and whenever. i have tried the anti-perisperant deodorant in stores but none have worked for me until my doctor prescribed me this. after applying it stings and itches a bit but it is so bearable and worth it.  no sweat at all the next day and at school i didn't have to hide the wetness under a sweatshirt. would totally reccomend""",10
Mirena,"""i am 51. had it inserted 2 years ago. i never felt a thing. did not take ibuprofen prior to. it was quick and painless. i bled for a couple weeks after. slight cramping for a few days. i do still spot. nothing major. gained a few that i can't drop. that's my age too. not to blame mirena. very glad i did it. should also take me through menopause. positive experience.""",8
Fluoxetine,"""i had very bad anxiety and was prescribed prozac. i found the initial side effects very difficult and didn't feel quite right for some time and was constantly doubting the medicine. however, after eight weeks of taking it, the side effects have subsided and i feel back to my usual self. what a relief. if you are finding it tough, hang on in there, i'm sure you will get there.""",9
Topamax,"""i have had a good experience after trying to find the right cocktail for several years. i have a very high-stress job and my anxiety is put to the test daily. it is not clinically significant at this point and i can only attribute that to finally having my medicines right. i am taking wellbutrin, lamictal, topamax and zoloft at pretty low dosages for each. i did lose about 70 pounds. after over a year on the topamax, my normal appetite has started to return and i have gained back about 10 pounds, but i still have self control that i lacked when i was fighting depression which is now at bay.""",10
Asenapine,"""started on this medicine in the hospital. so far it has worked at least as good as zyprexa. it dose have a bitter taste to it but i have gotten used to it. the only thing i can say is i have a little bit more anxiety on it then zyprexa but ativan controls it pretty well and i sleep very well on it.""",8
Tadalafil,"""i started taking 5 mg cialis daily because of bothersome bph during the day. (i did not have problems during the night.)  after only a couple of weeks, i was better, and in less than 2 months, bph was not a problem.  i do have a somewhat stuffy nose occasionally, but this is minor. i consider myself fortunate to have seen bph advertisements on television because the ads prompted me to ask my doctor about cialis.""",10
Niacin,"""posted about a year ago here after i first started a 500 mg nightly regimen of niaspan. for awhile it appeared as though i would not have the usual side effect of burning skin. however, the acid reflux i began experiencing began to worsen over time along with gastric problems at night.  then as an active person who is involved in teaching cardio boxing classes i began to experience weird feelings in my chest along with a more pronounced heart beat during and after exercise. felt like i swallowed a basketball at times. also could not have any alcohol beer or wine while taking this. i decided to stop taking it in fear of creating an arrythmyia or stroke during my exercise which also is my job. this is day one off of it and feel better.""",4
Pneumococcal 13-valent vaccine,"""i turn 66. ext month and while getting my annual flu shot was advised by the pharmacist to get the 1st dose of prevnar13
within minutes my arm started to ache and by bedtime it was swollen and quite painful. the next day and following day and still continuing into the second month my shoulders and joints are quite inflamed. it feels like my shoulder joint if deeply injured. sleep is near impossible on my sides where i normally sleep and still mildly painful lying on my back. i won't get the second shot nest year as this has been excruciatingly painful.""",2
